domain,db_name,db_host,nid,platform_path
common-names.myspecies.info,commonnamesmyspe,157.140.2.153,3221.0,/var/aegir/platforms/scratchpads-2.10.1
tetracyclus.myspecies.info,tetracyclusmys_0,157.140.2.164,2415.0,/var/aegir/platforms/scratchpads-2.10.1
bryobr.myspecies.info,bryobrmyspeciesi,157.140.2.153,2993.0,/var/aegir/platforms/scratchpads-2.10.1
encarsia.myspecies.info,encarsiamyspecie,157.140.2.164,2111.0,/var/aegir/platforms/scratchpads-2.10.1
swio.myspecies.info,swiomyspeciesi_0,157.140.2.164,1251.0,/var/aegir/platforms/scratchpads-2.10.1
buckwheat.myspecies.info,buckwheatmyspeci,157.140.2.153,4595.0,/var/aegir/platforms/scratchpads-2.10.1
lnhs.myspecies.info,lnhsmyspeciesinf,157.140.2.171,2175.0,/var/aegir/platforms/scratchpads-2.10.1
britishbryozoans.myspecies.info,britishbryozoans,157.140.2.164,2809.0,/var/aegir/platforms/scratchpads-2.10.1
scarabnet.myspecies.info,scarabnetmyspe_0,157.140.2.153,2921.0,/var/aegir/platforms/scratchpads-2.10.1
hesperidaeucm.myspecies.info,hesperidaeucmmys,157.140.2.153,2973.0,/var/aegir/platforms/scratchpads-2.10.1
coreopsideaeuy.myspecies.info,coreopsideaeuymy,157.140.2.153,13029.0,/var/aegir/platforms/scratchpads-2.10.1
cephaloleia.myspecies.info,cephaloleiamyspe,157.140.2.171,3645.0,/var/aegir/platforms/scratchpads-2.10.1
singaporeants.myspecies.info,singaporeantsm_0,157.140.2.171,1884.0,/var/aegir/platforms/scratchpads-2.10.1
lasianthus.myspecies.info,lasianthusmyspec,157.140.2.153,1195.0,/var/aegir/platforms/scratchpads-2.10.1
orchideae.e-monocot.org,orchideaeemono_0,157.140.2.164,3337.0,/var/aegir/platforms/scratchpads-2.10.1
diplazium.myspecies.info,diplaziummyspe_0,157.140.2.164,1147.0,/var/aegir/platforms/scratchpads-2.10.1
